DriverName,LapNum,Timestamp,LapTime,LapTimeMins,S1,S2,S3,S1Mins,S2Mins,S3Mins
Yuval Rosen,45,1684006511,103802,01:43.802,22208,47709,33885,00:22.208,00:47.709,00:33.885
A.C,116,1684093396,103807,01:43.807,22577,47035,34195,00:22.577,00:47.035,00:34.195
IMRACING R9,15,1683809221,103807,01:43.807,22735,46885,34187,00:22.735,00:46.885,00:34.187
A.C,63,1683919784,103808,01:43.808,22831,47236,33741,00:22.831,00:47.236,00:33.741
Dor Sapir,156,1684022791,103814,01:43.814,22765,47560,33489,00:22.765,00:47.560,00:33.489
Dor Sapir,213,1684084970,103820,01:43.820,22893,47394,33533,00:22.893,00:47.394,00:33.533
ilaishimony1,129,1684001288,103824,01:43.824,22684,47034,34106,00:22.684,00:47.034,00:34.106
ilaishimony1,35,1683906680,103835,01:43.835,22818,46705,34312,00:22.818,00:46.705,00:34.312
yarimalk23,71,1683894962,103837,01:43.837,22256,46706,34875,00:22.256,00:46.706,00:34.875
OmriF,303,1683964753,103838,01:43.838,22874,47412,33552,00:22.874,00:47.412,00:33.552
leviarnon1,81,1683985489,103838,01:43.838,23685,47042,33111,00:23.685,00:47.042,00:33.111
A.C,26,1683908701,103843,01:43.843,22685,47413,33745,00:22.685,00:47.413,00:33.745
OmriF,171,1683887197,103844,01:43.844,22714,47417,33713,00:22.714,00:47.417,00:33.713
OmriF,400,1684096171,103844,01:43.844,22642,46656,34546,00:22.642,00:46.656,00:34.546
Elad Levy,22,1683826937,103845,01:43.845,22871,46792,34182,00:22.871,00:46.792,00:34.182
Elad Levy,17,1683826051,103846,01:43.846,23094,47155,33597,00:23.094,00:47.155,00:33.597
Yuval Rosen,149,1684053429,103847,01:43.847,21997,46161,35689,00:21.997,00:46.161,00:35.689
A.C,79,1683921454,103851,01:43.851,22243,46481,35127,00:22.243,00:46.481,00:35.127
yarin levi,81,1684096335,103855,01:43.855,22788,46988,34079,00:22.788,00:46.988,00:34.079
ItamarS3,67,1684022359,103855,01:43.855,22644,47227,33984,00:22.644,00:47.227,00:33.984
Ido,23,1683906345,103872,01:43.872,22836,47312,33724,00:22.836,00:47.312,00:33.724
OmriF,365,1684091266,103884,01:43.884,22928,47016,33940,00:22.928,00:47.016,00:33.940
Dor Sapir,143,1684021406,103885,01:43.885,22831,47597,33457,00:22.831,00:47.597,00:33.457
ilaishimony1,71,1683915344,103889,01:43.889,23079,46764,34046,00:23.079,00:46.764,00:34.046
A972K,40,1684023001,103893,01:43.893,22960,47223,33710,00:22.960,00:47.223,00:33.710
ilaishimony1,95,1683919381,103894,01:43.894,23502,47060,33332,00:23.502,00:47.060,00:33.332
Dor Sapir,113,1683920087,103900,01:43.900,23080,47349,33471,00:23.080,00:47.349,00:33.471
OmriF,348,1684087565,103900,01:43.900,22787,47246,33867,00:22.787,00:47.246,00:33.867
Dor Sapir,146,1684021729,103901,01:43.901,22650,47429,33822,00:22.650,00:47.429,00:33.822
yarin levi,34,1683905387,103902,01:43.902,22816,47137,33949,00:22.816,00:47.137,00:33.949
Dor Sapir,160,1684023210,103906,01:43.906,22510,46917,34479,00:22.510,00:46.917,00:34.479
A.C,74,1683920920,103906,01:43.906,22299,46521,35086,00:22.299,00:46.521,00:35.086
tomerventura,30,1684013184,103907,01:43.907,22957,47547,33403,00:22.957,00:47.547,00:33.403
yarin levi,58,1684093446,103909,01:43.909,22824,46970,34115,00:22.824,00:46.970,00:34.115
A.C,100,1684091710,103914,01:43.914,22752,48046,33116,00:22.752,00:48.046,00:33.116
OmriF,318,1683966408,103915,01:43.915,22816,47534,33565,00:22.816,00:47.534,00:33.565
U.V,40,1684011264,103917,01:43.917,22579,47578,33760,00:22.579,00:47.578,00:33.760
e30misha,27,1683819193,103918,01:43.918,22410,47888,33620,00:22.410,00:47.888,00:33.620
A.C,87,1684090151,103919,01:43.919,22906,46805,34208,00:22.906,00:46.805,00:34.208
OmriF,176,1683888262,103926,01:43.926,22786,47093,34047,00:22.786,00:47.093,00:34.047
giladheskia,20,1684000442,103928,01:43.928,22128,48136,33664,00:22.128,00:48.136,00:33.664
OmriF,167,1683886765,103937,01:43.937,22753,47381,33803,00:22.753,00:47.381,00:33.803
U.V,42,1684011472,103938,01:43.938,22726,47538,33674,00:22.726,00:47.538,00:33.674
Dor Sapir,69,1683802419,103939,01:43.939,22691,47606,33642,00:22.691,00:47.606,00:33.642
leviarnon1,40,1683980497,103941,01:43.941,23309,47080,33552,00:23.309,00:47.080,00:33.552
GasCan13,24,1684093277,103942,01:43.942,24499,46454,32989,00:24.499,00:46.454,00:32.989
OmriF,182,1683888947,103944,01:43.944,22701,47402,33841,00:22.701,00:47.402,00:33.841
Dor Sapir,209,1684084554,103951,01:43.951,22964,47268,33719,00:22.964,00:47.268,00:33.719
Elad Levy,24,1683827145,103971,01:43.971,22800,46912,34259,00:22.800,00:46.912,00:34.259
Yuval Rosen,15,1683999197,103973,01:43.973,22614,46777,34582,00:22.614,00:46.777,00:34.582
ItamarS3,94,1684095644,103975,01:43.975,22709,46863,34403,00:22.709,00:46.863,00:34.403
OmriF,263,1683906709,103976,01:43.976,22828,46957,34191,00:22.828,00:46.957,00:34.191
A.C,29,1683909009,103980,01:43.980,21971,47048,34961,00:21.971,00:47.048,00:34.961
ilaishimony1,3,1683888237,103981,01:43.981,23669,46751,33561,00:23.669,00:46.751,00:33.561
OmriF,225,1683895979,103981,01:43.981,22941,47574,33466,00:22.941,00:47.574,00:33.466
OmriF,315,1683966073,103981,01:43.981,22747,47569,33665,00:22.747,00:47.569,00:33.665
OmriF,223,1683895506,103986,01:43.986,23058,46984,33944,00:23.058,00:46.984,00:33.944
ilaishimony1,49,1683908458,103988,01:43.988,22772,46944,34272,00:22.772,00:46.944,00:34.272
GasCan13,15,1684087875,103989,01:43.989,21558,46881,35550,00:21.558,00:46.881,00:35.550
Dor Sapir,189,1684081292,103990,01:43.990,22517,47809,33664,00:22.517,00:47.809,00:33.664
A.C,67,1683920196,103992,01:43.992,23307,46961,33724,00:23.307,00:46.961,00:33.724
ilaishimony1,72,1683915448,103993,01:43.993,23087,47246,33660,00:23.087,00:47.246,00:33.660
A972K,30,1684021405,103995,01:43.995,23093,47403,33499,00:23.093,00:47.403,00:33.499
Dor Sapir,91,1683819506,104000,01,22920,47227,33853,00:22.920,00:47.227,00:33.853
Dor Sapir,202,1684082649,104007,01:44.007,23358,47367,33282,00:23.358,00:47.367,00:33.282
OmriF,180,1683888690,104020,01:44.020,22917,47335,33768,00:22.917,00:47.335,00:33.768
A.C,120,1684094127,104025,01:44.025,22475,47484,34066,00:22.475,00:47.484,00:34.066
ItamarS3,84,1684094381,104033,01:44.033,22876,47137,34020,00:22.876,00:47.137,00:34.020
Dor Sapir,129,1683921858,104034,01:44.034,22727,48006,33301,00:22.727,00:48.006,00:33.301
leviarnon1,58,1683982784,104035,01:44.035,22383,47281,34371,00:22.383,00:47.281,00:34.371
OmriF,210,1683893930,104040,01:44.040,22805,47453,33782,00:22.805,00:47.453,00:33.782
Dor Sapir,210,1684084658,104041,01:44.041,22470,47313,34258,00:22.470,00:47.313,00:34.258
Ido,30,1683908767,104047,01:44.047,23866,46921,33260,00:23.866,00:46.921,00:33.260
OmriF,374,1684092241,104049,01:44.049,22612,47119,34318,00:22.612,00:47.119,00:34.318
OmriF,391,1684094235,104049,01:44.049,22603,47048,34398,00:22.603,00:47.048,00:34.398
OmriF,213,1683894244,104058,01:44.058,22882,47299,33877,00:22.882,00:47.299,00:33.877
Elad Levy,15,1683825844,104060,01:44.060,23358,47034,33668,00:23.358,00:47.034,00:33.668
OmriF,187,1683889491,104063,01:44.063,23037,47362,33664,00:23.037,00:47.362,00:33.664
ilaishimony1,4,1683888341,104064,01:44.064,23414,47242,33408,00:23.414,00:47.242,00:33.408
U.V,48,1684013132,104067,01:44.067,23242,47542,33283,00:23.242,00:47.542,00:33.283
OmriF,300,1683964426,104074,01:44.074,23034,47115,33925,00:23.034,00:47.115,00:33.925
serbansim,79,1683996103,104076,01:44.076,22760,47043,34273,00:22.760,00:47.043,00:34.273
leviarnon1,55,1683982458,104078,01:44.078,22413,47483,34182,00:22.413,00:47.483,00:34.182
Dor Sapir,78,1683803453,104079,01:44.079,22665,47353,34061,00:22.665,00:47.353,00:34.061
Yuval Rosen,73,1684010906,104079,01:44.079,22097,48159,33823,00:22.097,00:48.159,00:33.823
ilaishimony1,26,1683905714,104080,01:44.080,23175,47178,33727,00:23.175,00:47.178,00:33.727
e30misha,15,1683801244,104089,01:44.089,22958,47853,33278,00:22.958,00:47.853,00:33.278
ItamarS3,61,1684011653,104092,01:44.092,22948,47322,33822,00:22.948,00:47.322,00:33.822
ilaishimony1,60,1683913907,104100,01:44.100,22848,47452,33800,00:22.848,00:47.452,00:33.800
U.V,25,1684007620,104103,01:44.103,23089,47615,33399,00:23.089,00:47.615,00:33.399
yarin levi,76,1684095806,104103,01:44.103,22594,47578,33931,00:22.594,00:47.578,00:33.931
ItamarS3,88,1684094979,104104,01:44.104,22514,46252,35338,00:22.514,00:46.252,00:35.338
ilaishimony1,31,1683906250,104105,01:44.105,22939,47029,34137,00:22.939,00:47.029,00:34.137
ilaishimony1,50,1683908562,104105,01:44.105,22827,47690,33588,00:22.827,00:47.690,00:33.588
Bruh2006,22,1683897117,104109,01:44.109,22672,46863,34574,00:22.672,00:46.863,00:34.574
A.C,14,1683907445,104112,01:44.112,22729,47934,33449,00:22.729,00:47.934,00:33.449
leviarnon1,90,1684095654,104119,01:44.119,22606,47484,34029,00:22.606,00:47.484,00:34.029
OmriF,238,1683898019,104130,01:44.130,23098,47299,33733,00:23.098,00:47.299,00:33.733
OmriF,367,1684091476,104131,01:44.131,22839,46966,34326,00:22.839,00:46.966,00:34.326
Dor Sapir,190,1684081396,104135,01:44.135,23090,46922,34123,00:23.090,00:46.922,00:34.123
Ido,35,1683909381,104138,01:44.138,22814,47854,33470,00:22.814,00:47.854,00:33.470
Daniel Lerman,14,1683830633,104145,01:44.145,22703,48227,33215,00:22.703,00:48.227,00:33.215
serbansim,49,1683962499,104151,01:44.151,22988,47458,33705,00:22.988,00:47.458,00:33.705
chachacha,58,1684083151,104156,01:44.156,23309,46171,34676,00:23.309,00:46.171,00:34.676
ilaishimony1,32,1683906354,104159,01:44.159,23393,47701,33065,00:23.393,00:47.701,00:33.065
OmriF,236,1683897728,104161,01:44.161,22968,47304,33889,00:22.968,00:47.304,00:33.889
A.C,5,1683906372,104162,01:44.162,22631,47525,34006,00:22.631,00:47.525,00:34.006
Bruh2006,17,1683896556,104166,01:44.166,22958,47485,33723,00:22.958,00:47.485,00:33.723
e30misha,11,1683800091,104170,01:44.170,22994,47196,33980,00:22.994,00:47.196,00:33.980
e30misha,26,1683819089,104172,01:44.172,22794,47205,34173,00:22.794,00:47.205,00:34.173
ItamarS3,75,1684023199,104173,01:44.173,22633,46903,34637,00:22.633,00:46.903,00:34.637
Bruh2006,9,1683895182,104180,01:44.180,23361,46840,33979,00:23.361,00:46.840,00:33.979
OmriF,160,1683885832,104181,01:44.181,22758,47222,34201,00:22.758,00:47.222,00:34.201
serbansim,44,1683916080,104181,01:44.181,22928,47179,34074,00:22.928,00:47.179,00:34.074
yarin levi,21,1683824940,104185,01:44.185,22595,48079,33511,00:22.595,00:48.079,00:33.511
Bruh2006,7,1683894745,104185,01:44.185,22893,47069,34223,00:22.893,00:47.069,00:34.223
ilaishimony1,180,1684009123,104186,01:44.186,22246,48771,33169,00:22.246,00:48.771,00:33.169
gizmos,24,1683979413,104187,01:44.187,22417,46665,35105,00:22.417,00:46.665,00:35.105
OmriF,383,1684093349,104191,01:44.191,22768,46850,34573,00:22.768,00:46.850,00:34.573
leviarnon1,104,1684097148,104192,01:44.192,22581,47088,34523,00:22.581,00:47.088,00:34.523
OmriF,380,1684092883,104197,01:44.197,22576,47021,34600,00:22.576,00:47.021,00:34.600
yarin levi,61,1684093809,104197,01:44.197,23013,47641,33543,00:23.013,00:47.641,00:33.543
ilaishimony1,15,1683889649,104206,01:44.206,23760,47479,32967,00:23.760,00:47.479,00:32.967
Dor Sapir,120,1683920822,104228,01:44.228,22990,47489,33749,00:22.990,00:47.489,00:33.749
tomerventura,23,1684011797,104228,01:44.228,23049,47412,33767,00:23.049,00:47.412,00:33.767
chachacha,26,1683821002,104229,01:44.229,23350,47678,33201,00:23.350,00:47.678,00:33.201
yarin levi,33,1683905283,104230,01:44.230,23010,47506,33714,00:23.010,00:47.506,00:33.714
OmriF,248,1683901380,104232,01:44.232,22588,47385,34259,00:22.588,00:47.385,00:34.259
U.V,41,1684011368,104233,01:44.233,22891,47385,33957,00:22.891,00:47.385,00:33.957
Dor Sapir,111,1683919878,104233,01:44.233,23337,47317,33579,00:23.337,00:47.317,00:33.579
Dor Sapir,186,1684064072,104234,01:44.234,22731,47371,34132,00:22.731,00:47.371,00:34.132
OmriF,371,1684091930,104238,01:44.238,23822,47093,33323,00:23.822,00:47.093,00:33.323
OmriF,266,1683907243,104240,01:44.240,22863,47610,33767,00:22.863,00:47.610,00:33.767
OmriF,219,1683895011,104242,01:44.242,22783,47219,34240,00:22.783,00:47.219,00:34.240
leviarnon1,96,1684096298,104243,01:44.243,22618,47830,33795,00:22.618,00:47.830,00:33.795
IMRACING R16,39,1683810092,104245,01:44.245,23106,47051,34088,00:23.106,00:47.051,00:34.088
Dor Sapir,218,1684085487,104247,01:44.247,22950,47389,33908,00:22.950,00:47.389,00:33.908
tomerventura,37,1684013936,104251,01:44.251,22670,47854,33727,00:22.670,00:47.854,00:33.727
OmriF,164,1683886427,104257,01:44.257,22852,47579,33826,00:22.852,00:47.579,00:33.826
OmriF,215,1683894453,104261,01:44.261,22739,47313,34209,00:22.739,00:47.313,00:34.209
serbansim,83,1684087964,104271,01:44.271,23189,47799,33283,00:23.189,00:47.799,00:33.283
Yuval Rosen,63,1684008982,104274,01:44.274,21914,46368,35992,00:21.914,00:46.368,00:35.992
OmriF,321,1683966931,104276,01:44.276,22584,47744,33948,00:22.584,00:47.744,00:33.948
ItamarS3,69,1684022569,104278,01:44.278,22684,47624,33970,00:22.684,00:47.624,00:33.970
e30misha,16,1683801348,104279,01:44.279,22739,47089,34451,00:22.739,00:47.089,00:34.451
OmriF,250,1683901590,104287,01:44.287,22760,47413,34114,00:22.760,00:47.413,00:34.114
Elad Levy,18,1683826155,104289,01:44.289,23279,46994,34016,00:23.279,00:46.994,00:34.016
OmriF,362,1684090188,104292,01:44.292,22756,46760,34776,00:22.756,00:46.760,00:34.776
A.C,43,1683917478,104292,01:44.292,23318,47575,33399,00:23.318,00:47.575,00:33.399
OmriF,216,1683894558,104295,01:44.295,23092,47142,34061,00:23.092,00:47.142,00:34.061
A.C,138,1684096243,104297,01:44.297,22321,46944,35032,00:22.321,00:46.944,00:35.032
OmriF,309,1683965426,104302,01:44.302,22839,47322,34141,00:22.839,00:47.322,00:34.141
OmriF,247,1683901276,104309,01:44.309,23031,47367,33911,00:23.031,00:47.367,00:33.911
leviarnon1,92,1684095862,104316,01:44.316,22568,48034,33714,00:22.568,00:48.034,00:33.714
OmriF,356,1684088479,104321,01:44.321,22961,47583,33777,00:22.961,00:47.583,00:33.777
OmriF,260,1683906386,104331,01:44.331,22696,47290,34345,00:22.696,00:47.290,00:34.345
A.C,59,1683919375,104334,01:44.334,22253,46648,35433,00:22.253,00:46.648,00:35.433
U.V,29,1684008845,104335,01:44.335,22818,47735,33782,00:22.818,00:47.735,00:33.782
Yuval Rosen,27,1684003877,104343,01:44.343,22177,48357,33809,00:22.177,00:48.357,00:33.809
Ido,66,1683982392,104347,01:44.347,23167,46458,34722,00:23.167,00:46.458,00:34.722
IMRACING R16,40,1683810196,104347,01:44.347,23315,47066,33966,00:23.315,00:47.066,00:33.966
gizmos,18,1683978789,104360,01:44.360,22618,47344,34398,00:22.618,00:47.344,00:34.398
Dor Sapir,55,1683798957,104360,01:44.360,23306,47075,33979,00:23.306,00:47.075,00:33.979
serbansim,35,1683915005,104360,01:44.360,22947,47636,33777,00:22.947,00:47.636,00:33.777
OmriF,221,1683895295,104361,01:44.361,23108,47557,33696,00:23.108,00:47.557,00:33.696
Yuval Rosen,61,1684008776,104363,01:44.363,22059,47232,35072,00:22.059,00:47.232,00:35.072
A.C,44,1683917582,104364,01:44.364,22598,47610,34156,00:22.598,00:47.610,00:34.156
Dor Sapir,104,1683823748,104371,01:44.371,22903,47570,33898,00:22.903,00:47.570,00:33.898
Dor Sapir,207,1684084345,104371,01:44.371,23060,47417,33894,00:23.060,00:47.417,00:33.894
IMRACING R16,35,1683809542,104372,01:44.372,23174,46989,34209,00:23.174,00:46.989,00:34.209
OmriF,140,1683874894,104374,01:44.374,22775,47646,33953,00:22.775,00:47.646,00:33.953
OmriF,209,1683893826,104376,01:44.376,22858,47610,33908,00:22.858,00:47.610,00:33.908
OmriF,150,1683883828,104381,01:44.381,22909,47691,33781,00:22.909,00:47.691,00:33.781
ilaishimony1,7,1683888670,104383,01:44.383,23135,48042,33206,00:23.135,00:48.042,00:33.206
OmriF,299,1683964322,104384,01:44.384,22899,47839,33646,00:22.899,00:47.839,00:33.646
U.V,45,1684012790,104393,01:44.393,22894,47398,34101,00:22.894,00:47.398,00:34.101
OmriF,258,1683905909,104394,01:44.394,22647,47933,33814,00:22.647,00:47.933,00:33.814
Yuval Rosen,75,1684011111,104394,01:44.394,22260,46323,35811,00:22.260,00:46.323,00:35.811
Yuval Rosen,150,1684053533,104394,01:44.394,22930,49009,32455,00:22.930,00:49.009,00:32.455
serbansim,57,1683963562,104395,01:44.395,22774,47385,34236,00:22.774,00:47.385,00:34.236
ItamarS3,43,1684009542,104396,01:44.396,23293,46958,34145,00:23.293,00:46.958,00:34.145
A.C,126,1684094972,104397,01:44.397,24017,46778,33602,00:24.017,00:46.778,00:33.602
Elad Levy,39,1683832896,104402,01:44.402,22318,46710,35374,00:22.318,00:46.710,00:35.374
tomerventura,35,1684013713,104403,01:44.403,22858,47520,34025,00:22.858,00:47.520,00:34.025
OmriF,105,1683841522,104406,01:44.406,22811,47647,33948,00:22.811,00:47.647,00:33.948
ItamarS3,53,1684010718,104409,01:44.409,22626,46786,34997,00:22.626,00:46.786,00:34.997
Daniel Lerman,22,1683831878,104412,01:44.412,23740,47686,32986,00:23.740,00:47.686,00:32.986
ItamarS3,13,1683943886,104418,01:44.418,23647,47227,33544,00:23.647,00:47.227,00:33.544
ilaishimony1,63,1683914368,104425,01:44.425,23231,47251,33943,00:23.231,00:47.251,00:33.943
yarimalk23,103,1683906160,104435,01:44.435,22090,49878,32467,00:22.090,00:49.878,00:32.467
Bruh2006,34,1683898424,104436,01:44.436,22580,46931,34925,00:22.580,00:46.931,00:34.925
IMRACING R9,26,1683810684,104438,01:44.438,22773,47470,34195,00:22.773,00:47.470,00:34.195
serbansim,56,1683963458,104442,01:44.442,22983,47700,33759,00:22.983,00:47.700,00:33.759
chachacha,71,1684084571,104443,01:44.443,23142,46646,34655,00:23.142,00:46.646,00:34.655
yarin levi,35,1683905492,104444,01:44.444,22900,47048,34496,00:22.900,00:47.048,00:34.496
ilaishimony1,113,1683999441,104449,01:44.449,22873,46971,34605,00:22.873,00:46.971,00:34.605
OmriF,279,1683908970,104449,01:44.449,22842,47137,34470,00:22.842,00:47.137,00:34.470
OmriF,280,1683909074,104455,01:44.455,22767,47353,34335,00:22.767,00:47.353,00:34.335
Yuval Rosen,68,1684009962,104455,01:44.455,21889,48352,34214,00:21.889,00:48.352,00:34.214
A.C,68,1683920301,104458,01:44.458,22256,46769,35433,00:22.256,00:46.769,00:35.433
Yuval Rosen,5,1683997781,104467,01:44.467,22410,48113,33944,00:22.410,00:48.113,00:33.944
Dor Sapir,150,1684022165,104468,01:44.468,23712,47321,33435,00:23.712,00:47.321,00:33.435
IMRACING R9,27,1683810788,104470,01:44.470,22953,47551,33966,00:22.953,00:47.551,00:33.966
e30misha,6,1683799571,104472,01:44.472,23391,47785,33296,00:23.391,00:47.785,00:33.296
Dor Sapir,121,1683920927,104479,01:44.479,22503,47015,34961,00:22.503,00:47.015,00:34.961
serbansim,74,1683995475,104481,01:44.481,23040,47168,34273,00:23.040,00:47.168,00:34.273
leviarnon1,97,1684096402,104484,01:44.484,22349,48681,33454,00:22.349,00:48.681,00:33.454
e30misha,22,1683802156,104486,01:44.486,22636,47029,34821,00:22.636,00:47.029,00:34.821
Dor Sapir,89,1683804650,104488,01:44.488,22890,47726,33872,00:22.890,00:47.726,00:33.872
chachacha,36,1683822119,104489,01:44.489,21937,48172,34380,00:21.937,00:48.172,00:34.380
A.C,30,1683909113,104489,01:44.489,22112,47219,35158,00:22.112,00:47.219,00:35.158
Ido,55,1683980082,104494,01:44.494,22536,48653,33305,00:22.536,00:48.653,00:33.305
OmriF,282,1683909292,104495,01:44.495,22749,47776,33970,00:22.749,00:47.776,00:33.970
e30misha,9,1683799884,104498,01:44.498,23490,47160,33848,00:23.490,00:47.160,00:33.848
yarimalk23,123,1683932257,104498,01:44.498,21987,46431,36080,00:21.987,00:46.431,00:36.080
ItamarS3,76,1684023303,104509,01:44.509,22559,46810,35140,00:22.559,00:46.810,00:35.140
Elad Levy,35,1683832484,104510,01:44.510,22394,46814,35302,00:22.394,00:46.814,00:35.302
Yuval Rosen,26,1684003772,104515,01:44.515,22106,48852,33557,00:22.106,00:48.852,00:33.557
OmriF,116,1683842853,104516,01:44.516,22940,47746,33830,00:22.940,00:47.746,00:33.830
yarimalk23,37,1683834988,104517,01:44.517,22324,49365,32828,00:22.324,00:49.365,00:32.828
Dor Sapir,64,1683800599,104518,01:44.518,23424,47294,33800,00:23.424,00:47.294,00:33.800
tomerventura,31,1684013288,104519,01:44.519,22682,47624,34213,00:22.682,00:47.624,00:34.213
OmriF,214,1683894349,104521,01:44.521,22968,47934,33619,00:22.968,00:47.934,00:33.619
OmriF,402,1684096407,104524,01:44.524,23389,47160,33975,00:23.389,00:47.160,00:33.975
giladheskia,18,1684000234,104526,01:44.526,23084,47754,33688,00:23.084,00:47.754,00:33.688
Dor Sapir,65,1683800704,104527,01:44.527,22852,47637,34038,00:22.852,00:47.637,00:34.038
Ido,38,1683909730,104533,01:44.533,23547,47258,33728,00:23.547,00:47.258,00:33.728
serbansim,71,1683995152,104533,01:44.533,22746,48244,33543,00:22.746,00:48.244,00:33.543
MarkZubarev,20,1684089929,104537,01:44.537,23492,47264,33781,00:23.492,00:47.264,00:33.781
Elad Levy,20,1683826730,104540,01:44.540,23275,46931,34334,00:23.275,00:46.931,00:34.334
ItamarS3,96,1684095940,104543,01:44.543,22634,48132,33777,00:22.634,00:48.132,00:33.777
OmriF,125,1683844792,104559,01:44.559,22910,47556,34093,00:22.910,00:47.556,00:34.093
yarin levi,11,1683822902,104560,01:44.560,22791,47578,34191,00:22.791,00:47.578,00:34.191
Dor Sapir,112,1683919983,104568,01:44.568,22794,47447,34327,00:22.794,00:47.447,00:34.327
ilaishimony1,44,1683907904,104571,01:44.571,22977,47177,34417,00:22.977,00:47.177,00:34.417
gizmos,7,1683910288,104572,01:44.572,23334,47533,33705,00:23.334,00:47.533,00:33.705
OmriF,146,1683883337,104573,01:44.573,23020,47682,33871,00:23.020,00:47.682,00:33.871
ilaishimony1,78,1683916369,104575,01:44.575,23238,47627,33710,00:23.238,00:47.627,00:33.710
yarimalk23,9,1683760328,104575,01:44.575,22724,47543,34308,00:22.724,00:47.543,00:34.308
U.V,37,1684010947,104584,01:44.584,22743,47456,34385,00:22.743,00:47.456,00:34.385
Yuval Rosen,79,1684011683,104585,01:44.585,22366,46431,35788,00:22.366,00:46.431,00:35.788
MarkZubarev,18,1684089695,104591,01:44.591,23236,47713,33642,00:23.236,00:47.713,00:33.642
OmriF,301,1683964530,104594,01:44.594,22893,47321,34380,00:22.893,00:47.321,00:34.380
Dor Sapir,128,1683921754,104603,01:44.603,23005,47615,33983,00:23.005,00:47.615,00:33.983
OmriF,205,1683893293,104609,01:44.609,23029,47781,33799,00:23.029,00:47.781,00:33.799
OmriF,409,1684097391,104627,01:44.627,22421,47093,35113,00:22.421,00:47.093,00:35.113
OmriF,156,1683885373,104636,01:44.636,22953,48014,33669,00:22.953,00:48.014,00:33.669
serbansim,68,1683994812,104636,01:44.636,22998,48032,33606,00:22.998,00:48.032,00:33.606
leviarnon1,101,1684096837,104638,01:44.638,22612,48321,33705,00:22.612,00:48.321,00:33.705
ilaishimony1,106,1683920722,104640,01:44.640,23009,48439,33192,00:23.009,00:48.439,00:33.192
A.C,78,1683921350,104646,01:44.646,22390,46872,35384,00:22.390,00:46.872,00:35.384
ilaishimony1,80,1683916694,104648,01:44.648,23743,46778,34127,00:23.743,00:46.778,00:34.127
IMRACING R16,44,1683810685,104649,01:44.649,23226,47456,33967,00:23.226,00:47.456,00:33.967
A.C,129,1684095308,104651,01:44.651,22477,49248,32926,00:22.477,00:49.248,00:32.926
Daniel Lerman,11,1683830322,104651,01:44.651,23818,47835,32998,00:23.818,00:47.835,00:32.998
Yuval Rosen,9,1683998498,104651,01:44.651,22572,47560,34519,00:22.572,00:47.560,00:34.519
Ido,18,1683905688,104659,01:44.659,23681,46900,34078,00:23.681,00:46.900,00:34.078
ItamarS3,72,1684022883,104661,01:44.661,22427,46954,35280,00:22.427,00:46.954,00:35.280
Bruh2006,30,1683897970,104675,01:44.675,23019,47267,34389,00:23.019,00:47.267,00:34.389
serbansim,46,1683917385,104681,01:44.681,23114,47817,33750,00:23.114,00:47.817,00:33.750
Yuval Rosen,85,1684012554,104686,01:44.686,21989,46369,36328,00:21.989,00:46.369,00:36.328
A972K,27,1684021067,104689,01:44.689,23379,47353,33957,00:23.379,00:47.353,00:33.957
MarkZubarev,14,1683919896,104692,01:44.692,23400,47362,33930,00:23.400,00:47.362,00:33.930
Dor Sapir,114,1683920192,104698,01:44.698,23163,47331,34204,00:23.163,00:47.331,00:34.204
Dor Sapir,77,1683803349,104702,01:44.702,22951,48065,33686,00:22.951,00:48.065,00:33.686
Dor Sapir,103,1683823644,104705,01:44.705,23012,47736,33957,00:23.012,00:47.736,00:33.957
A972K,43,1684023331,104707,01:44.707,23199,47411,34097,00:23.199,00:47.411,00:34.097
Dor Sapir,195,1684081916,104714,01:44.714,23017,48344,33353,00:23.017,00:48.344,00:33.353
ItamarS3,50,1684010396,104719,01:44.719,22792,47781,34146,00:22.792,00:47.781,00:34.146
SHAKED,13,1683825897,104725,01:44.725,23320,47255,34150,00:23.320,00:47.255,00:34.150
MarkZubarev,8,1683917762,104726,01:44.726,23205,47506,34015,00:23.205,00:47.506,00:34.015
OmriF,161,1683885937,104728,01:44.728,22491,47875,34362,00:22.491,00:47.875,00:34.362
ilaishimony1,184,1684009546,104729,01:44.729,22794,49126,32809,00:22.794,00:49.126,00:32.809
Yuval Rosen,96,1684015058,104733,01:44.733,22733,46234,35766,00:22.733,00:46.234,00:35.766
Dor Sapir,208,1684084450,104734,01:44.734,22933,48294,33507,00:22.933,00:48.294,00:33.507
Dor Sapir,47,1683797955,104740,01:44.740,23528,47520,33692,00:23.528,00:47.520,00:33.692
ilaishimony1,69,1683915128,104745,01:44.745,23250,47349,34146,00:23.250,00:47.349,00:34.146
Dor Sapir,85,1683804228,104750,01:44.750,23030,47953,33767,00:23.030,00:47.953,00:33.767
yarin levi,54,1684092968,104755,01:44.755,23121,48244,33390,00:23.121,00:48.244,00:33.390
leviarnon1,80,1683985385,104758,01:44.758,22660,47731,34367,00:22.660,00:47.731,00:34.367
Dor Sapir,58,1683799272,104761,01:44.761,23149,47412,34200,00:23.149,00:47.412,00:34.200
yarimalk23,95,1683905279,104764,01:44.764,21941,50455,32368,00:21.941,00:50.455,00:32.368
